,0
7163,20877
7164,6702
7165,4669
7166,5472
7167,6143
7168,8665
7169,6626
7170,7443
7171,13502
7172,21132
7173,21918
7174,11437
7175,23608
7176,15126
7177,26104
7178,9551
7179,14103
7180,23647
7181,19172
7182,4722
7183,14235
7184,8001
7185,7804
7186,15162
7187,7801
7188,9296
7189,21627
7190,15837
7191,27709
7192,5738
7193,17093
7194,10801
7195,19597
7196,14436
7197,12309
7198,6186
7199,20190
7200,18323
7201,8485
7202,16361
7203,15506
7204,21671
7205,10343
7206,8517
7207,14831
7208,11461
7209,1826
7210,30239
7211,17655
7212,23405
7213,9110
7214,36108
7215,23333
7216,11300
7217,36619
7218,37867
7219,16306
7220,14585
7221,8815
7222,11557
7223,13078
7224,13182
7225,7049
7226,11734
7227,11516
7228,7140
7229,1743
7230,67234
7231,24316
7232,14516
7233,15318
7234,31539
7235,20919
7236,17406
7237,4162
7238,31067
7239,2830
7240,19844
7241,3885
7242,13916
7243,6034
7244,14503
7245,9769
7246,11459
7247,15548
7248,19844
7249,2952
7250,13308
7251,3001
7252,27934
7253,26237
7254,20051
7255,19970
7256,14025
7257,34013
7258,33412
7259,13819
7260,20479
7261,24145
7262,33299
7263,20732
7264,4717
7265,12087
7266,43063
7267,34861
7268,6429
7269,14867
7270,16969
7271,5580
7272,8663
7273,5802
7274,12490
7275,10093
7276,5126
7277,11399
7278,8292
7279,6453
7280,13046
7281,3647
7282,20836
7283,14164
7284,6636
7285,19071
7286,20659
7287,12002
7288,18898
7289,21767
7290,22648
7291,9511
7292,14569
7293,6547
7294,8814
7295,15167
7296,13494
7297,8183
7298,28259
7299,22977
7300,25283
7301,7082
7302,4781
7303,11907
7304,24187
7305,13710
7306,28964
7307,7292
7308,26948
7309,9306
7310,12299
7311,19628
7312,5673
7313,5508
7314,16170
7315,7057
7316,4949
7317,15160
7318,19194
7319,18361
7320,8998
7321,10821
7322,14843
7323,13870
7324,19357
7325,5522
7326,17415
7327,14381
7328,11825
7329,6687
7330,25577
7331,13497
7332,3668
7333,13715
7334,18102
7335,15141
7336,22316
7337,8118
7338,19566
7339,14390
7340,12226
7341,11286
7342,20816
7343,14832
7344,7420
7345,11253
7346,8766
7347,11575
7348,14196
7349,16133
7350,5202
7351,4932
7352,14950
7353,7402
7354,9587
7355,10941
7356,13805
7357,13578
7358,9799
7359,16027
7360,17476
7361,2241
7362,16059
7363,9986
7364,11499
7365,7156
7366,9437
7367,8951
7368,16921
7369,6286
7370,5619
7371,7811
7372,15301
7373,13526
7374,13195
7375,7811
7376,10842
7377,28943
7378,21642
7379,7429
7380,10444
7381,12451
7382,10415
7383,15597
7384,10618
7385,15319
7386,1654
7387,10656
7388,11162
7389,5309
7390,10796
7391,13712
7392,9615
7393,18842
7394,14931
7395,17291
7396,5121
7397,6913
7398,5726
7399,10272
7400,10650
7401,8773
7402,11172
7403,6388
7404,9064
7405,21776
7406,5034
7407,12183
7408,6044
7409,19270
7410,30022
7411,7322
7412,8114
7413,20814
7414,23861
7415,10969
7416,31478
7417,23593
7418,8440
7419,48789
7420,1425
7421,7800
7422,1760
7423,16798
7424,15252
7425,21473
7426,12352
7427,7164
7428,18047
7429,22473
7430,22260
7431,14742
7432,16563
7433,14735
7434,22544
7435,20617
7436,20968
7437,6916
7438,11679
7439,7796
7440,11684
7441,21356
7442,16589
7443,28442
7444,14116
7445,4220
7446,26797
7447,8926
7448,23269
7449,30490
7450,35858
7451,9265
7452,16406
7453,11230
7454,9628
7455,12812
7456,13930
7457,27376
7458,13675
7459,5884
7460,7568
7461,15264
7462,17904
7463,17750
7464,23165
7465,11316
7466,25351
7467,18972
7468,11169
7469,16734
7470,22279
7471,7910
7472,24358
7473,17438
7474,30088
7475,8471
7476,23586
7477,15245
7478,6656
7479,8567
7480,7496
7481,4072
7482,7319
7483,9481
7484,18208
7485,6987
7486,8712
7487,7743
7488,6765
7489,19268
7490,6802
7491,7335
7492,9937
7493,18121
7494,17334
7495,5930
7496,24817
7497,17397
7498,16281
7499,20227
7500,49765
7501,12310
7502,5932
7503,23256
7504,11269
7505,17167
7506,9207
7507,12880
7508,18796
7509,6004
7510,19498
7511,21822
7512,16052
7513,5382
7514,17066
7515,13444
7516,16220
7517,14203
7518,16147
7519,20406
7520,4054
7521,11951
7522,5292
7523,5958
7524,10347
7525,9005
7526,4969
7527,11924
7528,6671
7529,3379
7530,8165
7531,17532
7532,10981
7533,13754
7534,5901
7535,19487
7536,6477
7537,24842
7538,16435
7539,13176
7540,12151
7541,11979
7542,10145
7543,7431
7544,10678
7545,8523
7546,5370
7547,11512
7548,3308
7549,7509
7550,32340
7551,10139
7552,9062
7553,10968
7554,9805
7555,12441
7556,12486
7557,12504
7558,7852
7559,6593
7560,13439
7561,4703
7562,7324
7563,10003
7564,3905
7565,36439
7566,14445
7567,16857
7568,18169
7569,10904
7570,11847
7571,35752
7572,1714
7573,18366
7574,32366
7575,6427
7576,15766
7577,5253
7578,13363
7579,12221
7580,10682
7581,14823
7582,16540
7583,8103
7584,5510
7585,9210
7586,9662
7587,10225
7588,17695
7589,10436
7590,7687
7591,30711
7592,26575
7593,21331
7594,7687
7595,18259
7596,14634
7597,13363
7598,20582
7599,16236
7600,5414
7601,8362
7602,14045
7603,9207
7604,8274
7605,3452
7606,10820
7607,5414
7608,11975
7609,11975
7610,14272
7611,9489
7612,8612
7613,19468
7614,11377
7615,7218
7616,24276
7617,18776
7618,6267
7619,12796
7620,20102
7621,14155
7622,14867
7623,18836
7624,19649
7625,33761
7626,15563
7627,33761
7628,20723
7629,14399
7630,2421
7631,5553
7632,18193
7633,3882
7634,13636
7635,21818
7636,7285
7637,4703
7638,4272
7639,4102
7640,20731
7641,7916
7642,5240
7643,29778
7644,16414
7645,23045
7646,14403
7647,12456
7648,2320
7649,9178
7650,8931
7651,20680
7652,3611
7653,5194
7654,2987
7655,9856
7656,11086
7657,3466
7658,8880
7659,3360
7660,7257
7661,12148
7662,13546
7663,11393
7664,9278
7665,8994
7666,10296
7667,5880
7668,14905
7669,10547
7670,12252
7671,11151
7672,27854
7673,16412
7674,3782
7675,16219
7676,21704
7677,6154
7678,12252
7679,7790
7680,14952
7681,16675
7682,18204
7683,9624
7684,18179
7685,94069
7686,13564
7687,14621
7688,2407
7689,8492
7690,13423
7691,20826
7692,5214
7693,22316
7694,14301
7695,13254
7696,6054
7697,11573
7698,8499
7699,7425
7700,21570
7701,5124
7702,5674
7703,4579
7704,17249
7705,12651
7706,7738
7707,17383
7708,11783
7709,20591
7710,19214
7711,28038
7712,14510
7713,8148
7714,6651
7715,13127
7716,9756
7717,5178
7718,25684
7719,12537
7720,18541
7721,4923
7722,6018
7723,14608
7724,16108
7725,7180
7726,30714
7727,5691
7728,7336
7729,11116
7730,34698
7731,9617
7732,11360
7733,14319
7734,12012
7735,14626
7736,9829
7737,13509
7738,4141
7739,11488
7740,11233
7741,24358
7742,10114
7743,18408
7744,24481
7745,11807
7746,21755
7747,22761
7748,32803
7749,29194
7750,12314
7751,14321
7752,12228
7753,7988
7754,17825
7755,15228
7756,18099
7757,9003
7758,8814
7759,9690
7760,9117
7761,2937
7762,8642
7763,5978
7764,15286
7765,11369
7766,9366
7767,7890
7768,1477
7769,3263
7770,14016
7771,14016
7772,10431
7773,18569
7774,10431
7775,17353
7776,5766
7777,9158
7778,9638
7779,11063
7780,3707
7781,33564
7782,4395
7783,14805
7784,15105
7785,8695
7786,10553
7787,9844
7788,6380
7789,6925
7790,8279
7791,5662
7792,8439
7793,13667
7794,15771
7795,14741
7796,6875
7797,13045
7798,17970
7799,15162
7800,13537
7801,11612
7802,14650
7803,13394
7804,3361
7805,8875
7806,6769
7807,10787
7808,22122
7809,4975
7810,9308
7811,13755
7812,10435
7813,19809
7814,18540
7815,9626
7816,17081
7817,10403
7818,10137
7819,11717
7820,11182
7821,14849
7822,25618
7823,18447
7824,12241
7825,32320
7826,24113
7827,12153
7828,7033
7829,19585
7830,6661
7831,3271
7832,12831
7833,23598
7834,8084
7835,5403
7836,12831
7837,19510
7838,8030
7839,14051
7840,2700
7841,12207
7842,10255
7843,12707
7844,2365
7845,8126
7846,12189
7847,8126
7848,11277
7849,4162
7850,5706
7851,13121
7852,26310
7853,11060
7854,19965
7855,8806
7856,8408
7857,19367
7858,6196
7859,8408
7860,4888
7861,21423
7862,7626
7863,14385
7864,16412
7865,52743
7866,14315
7867,8658
7868,17542
7869,19084
7870,5657
7871,21439
7872,15147
7873,15677
7874,21439
7875,10859
7876,21439
7877,20901
7878,28898
7879,17239
7880,2509
7881,13682
7882,6221
7883,7220
7884,16998
7885,8075
7886,13994
7887,2192
7888,11568
7889,22863
7890,19574
7891,5281
7892,6456
7893,11892
7894,17037
7895,7112
7896,16087
7897,11892
7898,12320
7899,16726
7900,4552
7901,19580
7902,16355
7903,12386
7904,17082
7905,9932
7906,7739
7907,19637
7908,62475
7909,11964
7910,29459
7911,15326
7912,10789
7913,15699
7914,11698
7915,21210
7916,15713
7917,16709
7918,10500
7919,15326
7920,14525
7921,6778
7922,24518
7923,9081
7924,24518
7925,15917
7926,15945
7927,15097
7928,20958
7929,24518
7930,14722
7931,15444
7932,18195
7933,11016
7934,14626
7935,13793
7936,11921
7937,15394
7938,17481
7939,10861
7940,18185
7941,13260
7942,6247
7943,13911
7944,16373
7945,10656
7946,13181
7947,6247
7948,24465
7949,7513
7950,16273
7951,15106
7952,19747
7953,14120
7954,25292
7955,15068
7956,16863
7957,16631
7958,12610
7959,5290
7960,10306
7961,9923
7962,18957
7963,10949
7964,6044
7965,9557
7966,6928
7967,15866
7968,3442
7969,14145
7970,10279
7971,14316
7972,9160
7973,11968
7974,7745
7975,17212
7976,14711
7977,15817
7978,13249
7979,8841
7980,22585
7981,28120
7982,2059
7983,42687
7984,23567
7985,26090
7986,24774
7987,32904
7988,21123
7989,40273
7990,18638
7991,16530
7992,3391
7993,7016
7994,23729
7995,3502
7996,18588
7997,14004
7998,1225
7999,2300
8000,16148
8001,22123
8002,13382
8003,8143
8004,16681
8005,6424
8006,20735
8007,10019
8008,11456
8009,5561
8010,10322
8011,2149
8012,4581
8013,4408
8014,17209
8015,31842
8016,8697
8017,2149
8018,37785
8019,31842
8020,5524
8021,10460
8022,4296
8023,11015
8024,18282
8025,6404
8026,18930
8027,11299
8028,17973
8029,4178
8030,15483
8031,18244
8032,18559
8033,11199
8034,8249
8035,13077
8036,3347
8037,11853
8038,13984
8039,13713
8040,11641
8041,7325
8042,4095
8043,7212
8044,9705
8045,8512
8046,22072
8047,14946
8048,12556
8049,1374
8050,12205
8051,6194
8052,23441
8053,11475
8054,24220
8055,9440
8056,8142
8057,23618
8058,8726
8059,7642
8060,14390
8061,8610
8062,15551
8063,10839
8064,3491
8065,21110
8066,13707
8067,6353
8068,11204
8069,8512
8070,17169
8071,20758
8072,11745
8073,16661
8074,15539
8075,6984
8076,12210
8077,12210
8078,15361
8079,4912
8080,9996
8081,14917
8082,10417
8083,7963
8084,6256
8085,11076
8086,21557
8087,6056
8088,20236
8089,11249
8090,41738
8091,14081
8092,29359
8093,4845
8094,6657
8095,25079
8096,7248
8097,7419
8098,7590
8099,15097
8100,19491
8101,17571
8102,11931
8103,18574
8104,10516
8105,12821
8106,24591
8107,14143
8108,16326
8109,11526
8110,12403
8111,9504
8112,7241
8113,4673
8114,17229
8115,28244
8116,18664
8117,10332
8118,11358
8119,21783
8120,10745
8121,12174
8122,7631
8123,13812
8124,10946
8125,15849
8126,15523
8127,4149
8128,6428
8129,18812
8130,4921
8131,19334
8132,8933
8133,17828
8134,7670
8135,26402
8136,19839
8137,21406
8138,12506
8139,14794
8140,7162
8141,12616
8142,15124
8143,4747
8144,12883
8145,11895
8146,7668
8147,20995
8148,9879
8149,14044
8150,4825
8151,19990
8152,2260
8153,14004
8154,20480
8155,7705
8156,14201
8157,13601
8158,9448
8159,16807
8160,12795
8161,9759
8162,12792
8163,13716
8164,14235
8165,4921
8166,19829
8167,8742
8168,5829
8169,29571
8170,16171
8171,11898
8172,6289
8173,12116
8174,16496
8175,12766
8176,13137
8177,20541
8178,8591
8179,15727
8180,4333
8181,943
8182,18842
8183,16308
8184,11547
8185,7331
8186,15420
8187,11918
8188,26065
8189,15388
8190,24218
8191,2861
8192,10530
8193,24218
8194,10715
8195,13981
8196,12091
8197,3946
8198,8021
8199,11331
8200,8647
8201,3712
8202,7695
8203,10243
8204,23715
8205,6417
8206,9267
8207,3489
8208,10470
8209,19303
8210,4953
8211,15364
8212,16447
8213,21725
8214,12601
8215,10909
8216,11479
8217,9520
8218,10983
8219,5950
8220,6073
8221,8402
8222,20176
8223,11196
8224,2471
8225,12124
8226,24360
8227,25038
8228,10930
8229,5252
8230,20011
8231,18711
8232,15441
8233,2229
8234,15140
8235,20879
8236,27124
8237,11619
8238,12563
8239,2528
8240,15870
8241,3953
8242,12339
8243,10643
8244,7130
8245,1545
8246,11003
8247,22419
8248,14602
8249,7437
8250,12736
8251,17306
8252,12774
8253,2100
8254,3175
8255,19377
8256,7457
8257,6413
8258,19849
8259,13022
8260,4625
8261,9611
8262,6654
8263,20727
8264,7593
8265,7598
8266,5813
8267,7593
8268,5327
8269,6386
8270,5023
8271,12495
8272,3600
8273,23406
8274,33338
8275,17362
8276,2755
8277,4364
8278,2903
8279,11781
8280,13177
8281,10327
8282,24971
8283,18684
8284,8547
8285,5181
8286,4485
8287,9216
8288,10505
8289,23170
8290,10470
8291,17336
8292,11676
8293,7484
8294,14286
8295,14930
8296,16673
8297,6242
8298,10779
8299,14286
8300,17512
8301,18310
8302,7535
8303,19452
8304,16033
8305,11083
8306,16356
8307,18622
8308,7179
8309,21448
8310,10297
8311,26956
8312,32519
8313,22988
8314,10039
8315,14305
8316,24542
8317,22425
8318,15991
8319,13306
8320,11311
8321,11480
8322,5679
8323,6408
8324,3295
8325,14007
8326,9769
8327,8198
8328,15906
8329,5850
8330,21727
8331,55077
8332,34831
8333,23235
8334,7089
8335,33528
8336,45330
8337,94810
8338,54199
8339,28598
8340,10831
8341,19079
8342,6969
8343,6324
8344,20680
8345,13901
8346,10559
8347,8032
8348,2310
8349,10103
8350,4549
8351,7184
8352,12972
8353,5332
8354,14090
8355,13157
8356,4660
8357,26971
8358,10232
8359,7040
8360,4174
8361,5222
8362,9449
8363,22694
8364,10714
8365,18604
8366,6320
8367,6320
8368,23278
8369,14229
8370,14739
8371,11371
8372,13313
8373,5060
8374,8769
8375,15267
8376,18233
8377,7305
8378,10684
8379,8149
8380,8323
8381,6179
8382,4005
8383,2158
8384,13894
8385,2198
8386,8786
8387,13531
8388,20839
8389,8073
8390,7525
8391,13089
8392,11803
8393,19742
8394,11269
8395,10544
8396,9557
8397,20415
8398,13089
8399,11565
8400,11705
8401,17277
8402,10508
8403,2180
8404,23434
8405,11656
8406,7567
8407,10650
8408,9142
8409,19687
8410,21241
8411,24789
8412,18801
8413,17000
8414,9389
8415,16192
8416,26610
8417,23363
8418,3606
8419,18552
8420,20135
8421,10141
8422,11565
8423,4636
8424,22006
8425,31039
8426,24731
8427,29350
8428,15754
8429,12162
8430,16650
8431,5900
8432,6668
8433,13790
8434,12945
8435,12155
8436,16439
8437,4556
8438,24162
8439,8904
8440,5356
8441,32551
8442,9590
8443,11311
8444,4475
8445,17544
8446,5166
8447,15238
8448,11707
8449,11807
8450,37137
8451,37905
8452,36612
8453,46028
8454,37543
8455,42556
8456,6148
8457,7378
8458,9616
8459,41319
8460,7145
8461,7135
8462,9983
8463,8775
8464,7135
8465,15830
8466,15390
8467,7641
8468,14617
8469,14133
8470,24473
8471,14557
8472,23203
8473,11872
8474,11840
8475,16383
8476,5395
8477,22383
8478,5433
8479,4981
8480,21162
8481,24989
8482,24989
8483,4371
8484,6458
8485,15511
8486,22563
8487,6765
8488,23009
8489,4371
8490,7063
8491,10921
8492,12209
8493,22338
8494,8581
8495,13724
8496,6636
8497,16749
8498,12973
8499,17631
8500,13825
8501,16402
8502,14070
8503,14380
8504,24479
8505,3109
8506,12147
8507,7730
8508,15130
8509,23660
8510,6295
8511,14775
8512,37067
8513,8406
8514,13982
8515,13416
8516,10391
8517,15729
8518,18689
8519,36326
8520,9547
8521,13162
8522,10720
8523,20509
8524,4661
8525,6045
8526,7367
8527,4929
8528,8661
8529,8302
8530,5008
8531,15610
8532,12034
8533,11952
8534,10859
8535,8057
8536,8020
8537,28795
8538,7919
8539,12675
8540,17017
8541,18441
8542,13876
8543,21424
8544,7694
8545,7564
8546,18568
8547,16472
8548,19193
8549,10265
8550,8281
8551,9114
8552,5368
8553,9352
8554,8394
8555,6682
8556,12382
8557,12181
8558,12369
8559,9807
8560,19135
8561,14218
8562,7604
8563,6776
8564,14530
8565,5150
8566,8346
8567,9913
8568,10775
8569,18615
8570,21611
8571,21611
8572,14671
8573,18671
8574,12199
8575,10437
8576,14575
8577,8952
8578,7891
8579,11120
8580,9078
8581,23550
8582,12825
8583,12434
8584,6652
8585,8991
8586,2886
8587,4169
8588,5067
8589,9420
8590,18379
8591,20057
8592,6831
8593,9923
8594,16377
8595,16741
8596,9269
8597,12353
8598,10950
8599,5098
8600,9691
8601,9476
8602,6041
8603,8714
8604,14837
8605,6986
8606,10834
8607,31580
8608,10884
8609,4020
8610,6152
8611,16161
8612,10647
8613,19083
8614,5077
8615,2606
8616,14484
8617,7010
8618,3112
8619,15465
8620,12688
8621,19555
8622,10260
8623,4384
8624,18452
8625,2806
8626,10351
8627,9543
8628,4873
8629,17768
8630,24447
8631,26509
8632,7167
8633,9783
8634,8916
8635,24391
8636,18378
8637,19519
8638,10378
8639,26052
8640,4068
8641,5585
8642,4526
8643,8825
8644,11427
8645,7724
8646,6427
8647,19137
8648,9401
8649,8943
8650,16358
8651,32336
8652,17632
8653,2900
8654,10385
8655,3216
8656,11882
8657,14780
8658,9413
8659,14805
8660,23307
8661,9050
8662,5232
8663,30311
8664,13392
8665,24686
8666,12999
8667,4700
8668,3108
8669,10622
8670,24091
8671,16850
8672,7446
8673,29206
8674,12682
8675,23648
8676,15447
8677,9370
8678,5853
8679,5253
8680,5625
8681,12072
8682,18477
8683,21345
8684,23342
8685,1421
8686,20976
8687,4470
8688,4841
8689,23905
8690,8420
8691,13985
8692,15766
8693,17652
8694,12908
8695,9127
8696,15535
8697,10637
8698,12396
8699,10262
8700,10617
8701,17508
8702,16970
8703,25256
8704,5493
8705,14853
8706,20302
8707,7761
8708,10684
8709,1850
8710,4771
8711,7328
8712,11718
8713,13228
8714,20707
8715,3398
8716,6856
8717,24282
8718,12643
8719,4986
8720,4158
8721,8964
8722,10809
8723,20406
8724,15842
8725,6541
8726,10833
8727,19395
8728,9534
8729,10395
8730,40539
8731,19329
8732,15361
8733,10099
8734,30164
8735,30164
8736,14965
8737,92312
8738,15760
8739,24338
8740,5733
8741,15757
8742,5051
8743,17353
8744,3065
8745,10167
8746,4063
8747,8598
8748,3487
8749,6399
8750,15072
8751,7795
8752,8551
8753,9243
8754,13303
8755,4733
8756,2693
8757,12437
8758,13729
8759,6530
8760,29394
8761,26086
8762,43814
8763,10304
8764,32912
8765,20213
8766,25538
8767,7879
8768,18529
8769,19205
8770,5525
8771,21418
8772,9379
8773,15889
8774,8711
8775,16151
8776,9224
8777,8712
8778,21080
8779,17985
8780,12922
8781,14879
8782,10799
8783,5439
8784,14477
8785,11009
8786,5901
8787,17381
8788,14136
8789,14052
8790,9426
8791,5282
8792,4674
8793,13293
8794,6541
8795,8169
8796,2854
8797,3879
8798,9763
8799,4855
8800,9866
8801,6164
8802,13877
8803,6019
8804,6489
8805,6331
8806,15271
8807,11177
8808,15271
8809,14338
8810,8872
8811,8186
8812,8872
8813,10027
8814,5428
8815,6225
8816,11542
8817,8882
8818,11529
8819,8821
8820,14782
8821,14523
8822,14083
8823,16404
8824,9268
8825,19340
8826,20040
8827,12701
8828,2055
8829,16410
8830,21976
8831,24701
8832,12422
8833,22748
8834,27431
8835,6665
8836,15116
8837,2153
8838,10550
8839,8870
8840,8203
8841,8555
8842,2668
8843,13197
8844,28177
8845,6331
8846,11265
8847,16270
8848,13887
8849,5404
8850,18220
8851,4153
8852,6599
8853,20178
8854,13400
8855,6839
8856,11236
8857,8981
8858,19162
8859,15387
8860,9451
8861,21795
8862,9901
8863,35652
8864,7712
8865,93992
8866,14141
8867,8834
8868,13382
8869,3630
8870,21942
8871,11873
8872,3805
8873,8172
8874,10180
8875,19232
8876,19889
8877,19182
8878,67824
8879,13692
8880,16573
8881,2744
8882,3236
8883,5362
8884,17219
8885,17114
8886,12532
8887,4982
8888,1903
8889,5834
8890,9083
8891,16189
8892,11000
8893,14517
8894,5702
8895,14627
8896,15577
8897,2255
8898,11559
8899,15009
8900,14849
8901,10823
8902,11290
8903,15780
8904,12172
8905,6751
8906,23558
8907,10395
8908,9874
8909,4329
8910,22260
8911,25406
8912,23286
8913,6647
8914,4178
8915,15640
8916,4959
8917,8290
8918,13595
8919,22261
8920,34176
8921,30681
8922,20011
8923,2025
8924,8526
8925,30133
8926,15240
8927,30012
8928,32824
8929,6502
8930,16467
8931,12618
8932,16295
8933,7274
8934,6744
8935,12844
8936,13889
8937,16909
8938,9063
8939,15932
8940,7304
8941,18646
8942,9891
8943,13043
8944,14719
8945,9800
8946,11931
8947,4400
8948,15008
8949,13630
8950,11838
8951,16632
8952,21695
8953,5612
8954,10939
8955,14470
8956,6889
8957,38039
8958,6962
8959,7803
8960,16057
8961,3379
8962,16255
8963,7256
8964,12895
8965,11500
8966,4970
8967,14961
8968,7622
8969,9802
8970,12126
8971,7146
8972,8673
8973,13306
8974,9923
8975,12549
8976,3019
8977,7708
8978,12126
8979,5359
8980,13078
8981,12543
8982,10555
8983,9089
8984,18514
8985,12549
8986,3927
8987,30270
8988,13750
8989,10516
8990,4500
8991,15964
8992,13087
8993,5866
8994,15575
8995,11645
8996,19842
8997,4337
8998,11840
8999,16057
9000,15547
9001,9803
9002,6223
9003,5901
9004,7425
9005,14275
9006,15841
9007,2737
9008,14895
9009,15318
9010,9415
9011,18581
9012,1736
9013,18000
9014,15723
9015,5441
9016,11065
9017,6190
9018,15526
9019,18917
9020,15478
9021,8656
9022,22034
9023,21755
9024,19829
9025,15888
9026,22089
9027,25176
9028,11713
9029,14590
9030,25382
9031,16960
9032,14613
9033,26296
9034,23266
9035,26716
9036,6934
9037,24804
9038,12647
9039,26431
9040,12664
9041,15879
9042,18508
9043,7440
9044,12769
9045,3618
9046,12555
9047,10986
9048,14587
9049,13617
9050,27008
9051,10482
9052,15019
9053,14583
9054,3590
9055,17298
9056,22706
9057,8625
9058,12995
9059,10309
9060,12140
9061,10515
9062,12074
9063,18821
9064,12588
9065,9752
9066,10923
9067,10288
9068,8916
9069,12127
9070,13546
9071,23587
9072,19264
9073,4261
9074,14551
9075,16922
9076,18913
9077,7002
9078,9914
9079,7191
9080,16991
9081,13255
9082,22272
9083,22119
9084,25592
9085,15654
9086,17443
9087,19118
9088,10055
9089,8224
9090,9208
9091,14315
9092,11715
9093,8753
9094,3534
9095,9708
9096,27367
9097,10554
9098,16619
9099,3383
9100,12140
9101,12042
9102,9801
9103,19048
9104,17205
9105,11359
9106,10371
9107,3049
9108,3276
9109,8838
9110,31368
9111,19885
9112,12843
9113,17871
9114,10916
9115,8946
9116,7216
9117,12569
9118,31685
9119,12796
9120,10250
9121,6953
9122,8353
9123,18777
9124,7697
9125,11969
9126,16854
9127,6970
9128,5700
9129,7914
9130,13786
9131,6584
9132,14695
9133,12579
9134,11277
9135,16804
9136,10322
9137,5173
9138,5075
9139,10348
9140,8352
9141,9505
9142,10365
9143,18303
9144,7388
9145,5392
9146,11676
9147,16687
9148,4287
9149,5687
9150,10322
9151,18120
9152,10434
9153,9848
9154,11809
9155,8627
9156,19214
9157,7373
9158,4981
9159,4612
9160,14197
9161,14916
9162,16233
9163,20745
9164,12483
9165,15737
9166,14916
9167,2577
9168,17910
9169,19206
9170,6762
9171,20324
9172,31819
9173,6582
9174,16204
9175,20425
9176,8536
9177,21291
9178,22922
9179,3714
9180,10026
9181,12586
9182,5439
9183,16262
9184,9141
9185,12478
9186,1768
9187,11700
9188,15646
9189,3644
9190,7333
9191,5716
9192,12590
9193,8258
9194,12819
9195,10577
9196,11277
9197,18134
9198,16456
9199,23355
9200,19553
9201,10964
9202,14353
9203,12894
9204,18258
9205,10287
9206,4784
9207,4589
9208,19053
9209,14618
9210,16522
9211,8907
9212,17953
9213,18797
9214,3759
9215,16015
9216,6502
9217,17849
9218,10534
9219,17268
9220,18421
9221,9509
9222,21785
9223,14341
9224,8558
9225,6489
9226,19387
9227,12655
9228,20683
9229,5801
9230,8570
9231,10124
9232,13628
9233,20823
9234,3404
9235,7883
9236,21768
9237,2864
9238,7348
9239,20249
9240,16796
9241,11826
9242,7026
9243,6216
9244,7903
9245,6216
9246,5328
9247,18206
9248,19751
9249,13725
9250,11677
9251,15414
9252,11624
9253,4842
9254,14290
9255,15459
9256,19548
9257,10418
9258,14462
9259,9955
9260,8305
9261,14237
9262,7636
9263,12207
9264,7375
9265,14418
9266,10249
9267,13152
9268,14324
9269,12280
9270,24961
9271,18082
9272,9299
9273,5355
9274,25880
9275,25880
9276,23215
9277,12288
9278,24934
9279,26640
9280,15583
9281,12889
9282,16490
9283,18083
9284,15117
9285,12962
9286,16395
9287,10820
9288,9677
9289,3761
9290,13780
9291,3398
9292,17445
9293,6065
9294,7012
9295,16547
9296,14255
9297,2397
9298,6638
9299,16893
9300,21461
9301,7863
9302,14896
9303,15779
9304,9873
9305,9604
9306,19048
9307,11138
9308,22100
9309,4930
9310,11413
9311,11248
9312,17929
9313,10740
9314,2493
9315,103783
9316,16727
9317,5984
9318,14003
9319,14145
9320,6152
9321,3530
9322,4910
9323,7349
9324,10930
9325,25870
9326,19778
9327,14906
9328,10749
9329,24476
9330,1202
9331,11415
9332,13410
9333,12950
9334,13523
9335,15879
9336,15960
9337,10594
9338,15615
9339,19687
9340,8173
9341,15579
9342,15480
9343,9009
9344,11354
9345,7099
9346,17758
9347,14423
9348,16329
9349,13889
9350,7767
9351,20339
9352,6405
9353,6742
9354,2931
9355,20856
9356,8479
9357,1776
9358,3646
9359,18506
9360,42566
9361,15522
9362,9769
9363,15525
9364,9004
9365,10566
9366,23199
9367,22290
9368,2449
9369,17071
9370,23250
9371,7559
9372,15800
9373,1793
9374,13645
9375,8345
9376,14392
9377,9749
9378,10767
9379,13509
9380,13711
9381,12747
9382,23276
9383,9271
9384,3151
9385,11989
9386,8171
9387,5540
9388,11227
9389,13629
9390,8429
9391,14170
9392,9676
9393,13592
9394,7726
9395,8151
9396,3711
9397,12443
9398,13374
9399,12485
9400,17257
9401,8331
9402,14595
9403,6807
9404,9046
9405,9539
9406,19106
9407,5917
9408,14615
9409,18899
9410,6926
9411,26751
9412,18243
9413,8957
9414,17290
9415,9805
9416,11985
9417,6902
9418,18080
9419,4848
9420,10675
9421,11809
9422,12222
9423,11626
9424,16740
9425,16740
9426,16697
9427,7605
9428,10277
9429,9391
9430,17306
9431,11828
9432,20531
9433,15370
9434,12990
9435,30499
9436,23646
9437,11298
9438,31168
9439,18355
9440,22610
9441,4193
9442,1046
9443,17283
9444,11062
9445,8604
9446,1329
9447,11667
9448,13584
9449,11838
9450,31274
9451,21935
9452,17632
9453,13548
9454,19034
9455,2391
9456,14990
9457,20021
9458,14259
9459,11706
9460,5734
9461,14139
9462,6844
9463,6844
9464,8850
9465,17148
9466,7202
9467,12439
9468,2745
9469,9462
9470,10846
9471,19201
9472,10846
9473,19289
9474,18615
9475,17372
9476,6504
9477,16800
9478,10017
9479,3322
9480,9078
9481,18713
9482,3801
9483,15963
9484,4256
9485,11658
9486,25633
9487,4975
9488,16369
9489,8216
9490,2219
9491,9114
9492,21271
9493,5530
9494,14661
9495,9636
